ITEM NAME,QUANTITY,VENDOR,MONTH,YEAR,CATEGORY
THYRONORM 62.5MG,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
TICOBRAVE 400 MG INJ,40,SRI LAXMII AGENCIES,September,2024,Pharmaceuticals
TIGER CATHETER 5FR,2,CARDIO VISION,September,2024,Urology
TOBA EYE DROPS,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
TOLPERY-D TAB,100,V K MEDICALS,September,2024,Pharmaceuticals
TRAMOL-P TAB,500,V K MEDICALS,September,2024,Pharmaceuticals
"TRANSPORE  2""",78,R&R SURGICALS,September,2024,Miscellaneous
"TRANSPORE  3""INCH",52,R&R SURGICALS,September,2024,Miscellaneous
TRIGODEL TAB,390,DELIGHT BIO PHARMA PVT LTD,September,2024,Pharmaceuticals
TROYGENTA 2ML INJ,40,HEALTH PHARMA,September,2024,Pharmaceuticals
TRUGLYDE SN 2347(1 R/B),12,R&R SURGICALS,September,2024,Miscellaneous
TRUGLYDE SN 2382(2.0 CUTT),12,R&R SURGICALS,September,2024,Miscellaneous
TRUGLYDE SN 2421(1.0 CUTT),24,R&R SURGICALS,September,2024,Miscellaneous
TRULENE 2-0 SN806,12,R&R SURGICALS,September,2024,Miscellaneous
TRULENE NO.1 SN 883,24,R&R SURGICALS,September,2024,Miscellaneous
TRULENE SN 018( 3.0 CUTT),12,R&R SURGICALS,September,2024,Miscellaneous
TRULON 2-0 SN3336 (CUTT),24,R&R SURGICALS,September,2024,Miscellaneous
TRUSILK SN5062 (1 CUTTING),12,R&R SURGICALS,September,2024,Miscellaneous
TUR  SET,5,HEALTH PHARMA,September,2024,Miscellaneous
TYNOR ANCLE BINDER (L),3,R&R SURGICALS,September,2024,Miscellaneous
TYNOR ANCLE BINDER (M),3,R&R SURGICALS,September,2024,Miscellaneous
TYNOR ARM SLING POUCH LARGE,3,R&R SURGICALS,September,2024,Miscellaneous
TYNOR ARM SLING POUCH MEDIUM,3,R&R SURGICALS,September,2024,Miscellaneous
TYNOR ARM SLING POUCH SMALL,3,R&R SURGICALS,September,2024,Miscellaneous
TYNOR THUMP SPICA U SIZE,3,R&R SURGICALS,September,2024,Miscellaneous
ULTRA MAGNESIUM 20 TAB,90,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
UNDERPADS ADULT,200,R&R SURGICALS,September,2024,General/Consumables
URIMAX-0.4MG CAP,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
URISPAS TABLET,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
UROBAG   (ROMSONS),25,R&R SURGICALS,September,2024,Urology
UROMETER,120,R&R SURGICALS,September,2024,Urology
URSOLIV-300 TAB,1000,V K MEDICALS,September,2024,Pharmaceuticals
VACCUM  SUCTION SET(RAMSON),30,R&R SURGICALS,September,2024,Radiology
VANKING 1GM INJ,40,HEALTH PHARMA,September,2024,Pharmaceuticals
VANKING 500MG INJ,10,HEALTH PHARMA,September,2024,Pharmaceuticals
VARIGUARD 500 CAPS,600,EROTAS PHARMACEUTICALS PRIVATE LIMITED,September,2024,Pharmaceuticals
VASOCAN INJ,100,HEALTH PHARMA,September,2024,Pharmaceuticals
VEIN O LINE 10 CM(ROMSONS),500,R&R SURGICALS,September,2024,Miscellaneous
VELOZ-IT CAP,700,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
VELTOR PLUS,300,EROTAS PHARMACEUTICALS PRIVATE LIMITED,September,2024,Miscellaneous
VENTILATOR CIRCUIT ADULT,14,R&R SURGICALS,September,2024,Respiratory
VENUSIA MAX LOTION,3,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Dermatology
VERTERBRAL GLIDECATH 5FR 10CM,1,CARDIO VISION,September,2024,Miscellaneous
VOMINON-4MG TAB,500,V K MEDICALS,September,2024,Pharmaceuticals
VORISPORE 200MG,30,SRI LAXMII AGENCIES,September,2024,Pharmaceuticals
VORTERO 200MG INJ,30,SRI LAXMII AGENCIES,September,2024,Pharmaceuticals
VOVERAN-SR 75 MG TABLET,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
VPRESS INJ 1 ML,10,HEALTH PHARMA,September,2024,Pharmaceuticals
WATER BOTTLE 1L (BAILLEY),120,DITTAKAVI SERVICES,September,2024,Miscellaneous
WATER BOTTLE 500ML (BAILLEY),5760,DITTAKAVI SERVICES,September,2024,Pharmaceuticals
WELLISH TAB,1000,ARKAS CV PVT LTD,September,2024,Pharmaceuticals
XARELTO 10MG,14,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
XARELTO 2.5MG TAB,98,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
XARELTO 20MG,56,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
XIMOREN -250MG,120,EROTAS ASSOCITES,September,2024,Pharmaceuticals
Y-CONNECTOR KIT (IBM),4,CARDIO VISION,September,2024,Radiology
ZEMDUPHA SOLUTION,60,DELIGHT BIO PHARMA PVT LTD,September,2024,Pharmaceuticals
ZEMHCQ-200 MG,1080,DELIGHT BIO PHARMA PVT LTD,September,2024,Pharmaceuticals
2.5MM MINI PLATE,4,SRI VENKATESWARA SURGICALS,August,2024,Ortho
2.5MM MINI SCREWS,14,SRI VENKATESWARA SURGICALS,August,2024,Ortho
2.7MM/3.5LCP MEDIAL DISTAL HUMERUS PLATE RIGHT SIDE,1,SHREE MITHRA SURGICALS,August,2024,Ortho
2MM IMF SCREWS,14,SRI VENKATESWARA SURGICALS,August,2024,Ortho
2MM MINI L PLATE,1,SRI VENKATESWARA SURGICALS,August,2024,Ortho
2MM MINI PLATE,6,SRI VENKATESWARA SURGICALS,August,2024,Ortho
2MM MINI SCREWS,22,SRI VENKATESWARA SURGICALS,August,2024,Ortho
3 WAY STOP COCK,50,R&R SURGICALS,August,2024,Miscellaneous
3.5MM LCP LATERAL DISTAL FIBULA PLATE,1,SHREE MITHRA SURGICALS,August,2024,Ortho
ACETONE (400ML),10,R&R SURGICALS,August,2024,Pharmaceuticals
ADULT DIPERS LARGE,360,R&R SURGICALS,August,2024,Miscellaneous
ALBUCEL XP 20GM,33,SUMAN SPECIALTIES,August,2024,Miscellaneous
ALDOPAM 500MG INJ,90,HEALTH PHARMA,August,2024,Pharmaceuticals
ALTENDO TAB,1100,V K MEDICALS,August,2024,Pharmaceuticals
ANAWIN- 0.25 % INJ,10,HEALTH PHARMA,August,2024,Pharmaceuticals
ANAWIN 0.5 MG INJ 20 ML,10,HEALTH PHARMA,August,2024,Pharmaceuticals
ANAWIN HEAVY INJ,38,HEALTH PHARMA,August,2024,Pharmaceuticals
ANEKET 5ML,10,STATUS PHARMA,August,2024,Pharmaceuticals
ANXOZAP 10 MG TAB,30,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
ANXOZAP 15 MG TAB,20,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
APTIVATE SYRUP,6,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
ARCH BAR.,1,SRI VENKATESWARA SURGICALS,August,2024,Miscellaneous
ARDIOXONE 1GM INJ (CEFRTIAXONE),800,V K MEDICALS,August,2024,Pharmaceuticals
ASEPTO PUMP,29,R&R SURGICALS,August,2024,General/Consumables
ATCHOL 10MG,150,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
ATCHOL 40MG,300,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
ATIVAN-1MG.TAB,120,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
ATOCOR 80MG TAB,140,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
ATORFIT CV 20MG,90,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
ATORIX TH4 TAB,1000,V K MEDICALS,August,2024,Pharmaceuticals
"BANDAGE 4""",100,R&R SURGICALS,August,2024,Wound Care
"BANDAGES 6""",200,R&R SURGICALS,August,2024,Wound Care
B-CLAUSI SUSP 5ML,100,V K MEDICALS,August,2024,Pharmaceuticals
BETT 0.05 ML INJ,120,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
BEVAC HEP-B VACCINE 10ML,3,EVYA PHARMACY,August,2024,Pharmaceuticals
BILIARY STENT (7F-7CM),5,DHARANI MARKETING,August,2024,Cardiology
BIOPOLIO B1/3 2ML,20,HYDERABAD VACCINE HOUSE,August,2024,Pharmaceuticals
BIPOLAR (NON FENESTRATED0,1,SHREE MITHRA SURGICALS,August,2024,Ortho
BONE CEMENT,1,SHREE MITHRA SURGICALS,August,2024,Ortho
BOTROCLOT TOPICAL LOTION,1,APOLLO PHARMACY,August,2024,Dermatology
BRIV50MG,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
BUDENAZ 0.5MG RESPULS,600,KUMAR MEDINEEDS,August,2024,Pharmaceuticals
BUDERATOR0.5RESPULES,200,KODANDAPANI MEDICALS,August,2024,Miscellaneous
BUFFET HEAD CAPS (M),400,R&R SURGICALS,August,2024,Pharmaceuticals
BUSCOGAST INJ,100,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
CABGOLIN 0.25MG TAB,4,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
CABGOLIN 0.5MG TAB,4,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
CACA-K27 CAPS,500,V K MEDICALS,August,2024,Pharmaceuticals
CACA-Z SOFT GEL TAB,1500,V K MEDICALS,August,2024,Dermatology
CALAM-A LOTION,20,V K MEDICALS,August,2024,Dermatology
CALAPURE-LOTION,1,APOLLO PHARMACY,August,2024,Dermatology
CALCEL -D3,750,V K MEDICALS,August,2024,Miscellaneous
CANDID CL -SUPPOSITORIES,30,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Miscellaneous
CANDID MOUTH PAINT,3,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Miscellaneous
CANDID-V6 TAB,36,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
CARDIVAS-3.125TABS,200,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
CARIPLAT SYP,10,V K MEDICALS,August,2024,Miscellaneous
CEFURAZ 500MG TAB,600,DELIGHT BIO PHARMA PVT LTD,August,2024,Pharmaceuticals
CELFIX 200MG,500,V K MEDICALS,August,2024,Pharmaceuticals
CELTUS-D SYRUP,100,V K MEDICALS,August,2024,Pharmaceuticals
CEPER-SB FORTE 1.5GM,405,V K MEDICALS,August,2024,Miscellaneous
CETAPHIL MOISTRING CREAM-80GM,1,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Dermatology
CHYMORAL FORTE TAB,1100,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
CHYMORAL PLUS TAB,120,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
CLINCEL 300INJ,464,V K MEDICALS,August,2024,Pharmaceuticals
CLOPITAB A 75 TAB,75,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
COENZY 50 TABLET,500,V K MEDICALS,August,2024,Pharmaceuticals
COLLAGEN SHEET 15*30,4,R&R SURGICALS,August,2024,Miscellaneous
COTTON 500 GM,20,R&R SURGICALS,August,2024,General/Consumables
CUTAPREP 7.5%(500ML),10,SURYA TECHNO MEDICALS,August,2024,Pharmaceuticals
CUTAPREP PVP 5% 500 ML,10,SURYA TECHNO MEDICALS,August,2024,Pharmaceuticals
DAFLON 500MG TAB,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
DELPROMAX,600,DELIGHT BIO PHARMA PVT LTD,August,2024,Miscellaneous
DEMYCIN 300 MG CAP,600,DELIGHT BIO PHARMA PVT LTD,August,2024,Pharmaceuticals
DEXATROY 2ML,40,HEALTH PHARMA,August,2024,Pharmaceuticals
DEXTROSE 25 % 100 ML,200,KUMAR MEDINEEDS,August,2024,Pharmaceuticals
DEXTROSE 5% 500 ML(STERIDIP),25,KUMAR MEDINEEDS,August,2024,Pharmaceuticals
DICSO AQ INJ,300,V K MEDICALS,August,2024,Pharmaceuticals
DILNIP 10MG,450,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
DILNIP T,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Miscellaneous
DISPOVAN NEEDLE 18,100,R&R SURGICALS,August,2024,General/Consumables
DISPOVAN NEEDLE 18 G,400,R&R SURGICALS,August,2024,General/Consumables
DISPOVAN NEEDLE 18G.,100,R&R SURGICALS,August,2024,General/Consumables
DNS 500 ML,75,KUMAR MEDINEEDS,August,2024,Pharmaceuticals
DRIL CHARGE,1,SRI VENKATESWARA SURGICALS,August,2024,Miscellaneous
DRILBITS,4,SRI VENKATESWARA SURGICALS,August,2024,Miscellaneous
DUOPULES RESPULES,200,KODANDAPANI MEDICALS,August,2024,Miscellaneous
DVT 18 AD  BELOW KNEE MEDIUM,6,R&R SURGICALS,August,2024,Ortho
"DYNACREPE 6"" (15 CM X 4 M)",26,R&R SURGICALS,August,2024,Miscellaneous
DYNAPLASTER 10CM (MEDIGRIP),15,R&R SURGICALS,August,2024,Miscellaneous
DYTOR-10MG.TAB,150,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
ECG ELECTRODES,4000,R&R SURGICALS,August,2024,Radiology
ECOSPRIN GOLD 20 MG TAB,150,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
ELTROXIN-25MG TAB,5,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
ENCORATE 500MG TAB,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
ENCORATE CHRONO.300MG,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
ENDOBRONCHIAL TUBE (LEFT),2,SRIANJANEYA HEALTH CARE,August,2024,Gastroenterology
ENSURE VANILLA (SMALL),2,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Miscellaneous
ET TUBE 7.0 CUFFED,10,R&R SURGICALS,August,2024,Miscellaneous
ET TUBE 7.5 CUFFED,10,R&R SURGICALS,August,2024,Miscellaneous
ET TUBE 8.0 CUFFED,10,R&R SURGICALS,August,2024,Miscellaneous
EVERMINE 50EVROLIMUS ELUTING  CORONARY STENT SIZE3.0*19,2,CARDIO VISION,August,2024,Cardiology
EXAMINATION GLOVES,8000,R&R SURGICALS,August,2024,Surgical
FARORED-300ER TAB,180,V K MEDICALS,August,2024,Pharmaceuticals
FEBURIC 40MG TAB,150,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
FEMILON TAB,42,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
FERACEL XT TAB,600,V K MEDICALS,August,2024,Pharmaceuticals
FLAMINGO CREPE BANDAGE 15 CM,30,R&R SURGICALS,August,2024,Wound Care
FLATUS TUBE S.32,5,STAR HOSPITAL,August,2024,Miscellaneous
FLATUS TUBES S.28,5,STAR HOSPITAL,August,2024,Miscellaneous
FLATUS TUBES S.30,5,STAR HOSPITAL,August,2024,Miscellaneous
FLUPIR-P,500,V K MEDICALS,August,2024,Miscellaneous
FLUVIR 75 MG CAP,120,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
FOLEYS CATHETER 14 G SILICON,10,R&R SURGICALS,August,2024,Urology
FOLEYS CATHETER. 14G,50,R&R SURGICALS,August,2024,Urology
FOLEYS CATHETER.18G,20,R&R SURGICALS,August,2024,Urology
FOLEYS CATHETER-16G (SILICON),10,R&R SURGICALS,August,2024,Urology
FORACORT-0.5MG/2ML RESPULES,100,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
FORMALIN  SOLUTION (4.5LTS),2,R&R SURGICALS,August,2024,Pharmaceuticals
FRUSIZEX INJ,39,HEALTH PHARMA,August,2024,Pharmaceuticals
FULL FACE MASK SIZE M,3,R&R SURGICALS,August,2024,Respiratory
G DRESS GD 5,75,R&R SURGICALS,August,2024,Miscellaneous
GASO-GEL SYRUP 170ML,20,V K MEDICALS,August,2024,Dermatology
"GAUZE BANDAGE 4""",60,R&R SURGICALS,August,2024,Wound Care
GAUZE BMT 100 CM X 18 MTR,25,R&R SURGICALS,August,2024,General/Consumables
GAVISCON PEPPERMINT LIQUID,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Miscellaneous
GLOVE 7.0,300,R&R SURGICALS,August,2024,Surgical
GLOVE 7.5,350,R&R SURGICALS,August,2024,Surgical
GLUTADEL-LG TABLET,120,DELIGHT BIO PHARMA PVT LTD,August,2024,Pharmaceuticals
GLYCERIN 100 GM,8,R&R SURGICALS,August,2024,Miscellaneous
HCQS.TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
HEAD CAPS (F),600,R&R SURGICALS,August,2024,Pharmaceuticals
HEPTAGON TABS,90,APOLLO PHARMACY,August,2024,Pharmaceuticals
HETRAZAN 100MG TAB,30,VASAVI MEDICAL HALL,August,2024,Pharmaceuticals
HEXIDINE M/W 80ML,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
HIV KIT BIG SURGICAL,2,R&R SURGICALS,August,2024,Surgical
HOSPAL-G-PLUS,6,SURYA TECHNO MEDICALS,August,2024,Miscellaneous
HYDROGEN PEROXIDE 400 ML,10,R&R SURGICALS,August,2024,Pharmaceuticals
IDOXIFING 10ML,30,RAMAKRISHNA MEDICAL AND SURGICALS,August,2024,Pharmaceuticals
INFLUVAC TETRA INJ 0.5ML,1,HYDERABAD VACCINE HOUSE,August,2024,Pharmaceuticals
INSTRUMENT LIQ CIDEX,1,R&R SURGICALS,August,2024,Miscellaneous
INTRA CATH  22G,100,R&R SURGICALS,August,2024,Miscellaneous
INTRA CATH 18G,200,R&R SURGICALS,August,2024,Miscellaneous
INTRA CATH 20G,200,R&R SURGICALS,August,2024,Miscellaneous
IPRAX LMOL (DUOLIN) RESP,600,KUMAR MEDINEEDS,August,2024,Miscellaneous
ISTAMET 50/1000 MG TAB,90,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
ISTAMET-50MG/500MG TAB,120,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
JANUMET 50/1000 MG TABLET,180,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
JANUMET 50MG/500MG TAB,180,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
JMS PAPAER TAPE 3INCH,16,R&R SURGICALS,August,2024,Wound Care
JOLLPEN 5LAC IU INJ,1,CHEMIST AND DRUGGISTS,August,2024,Pharmaceuticals
K WIRES,4,SHREE MITHRA SURGICALS,August,2024,Ortho
KARE MED WET WIPES ADULT,216,R&R SURGICALS,August,2024,Miscellaneous
KEMOBET INJ,20,HEALTH PHARMA,August,2024,Pharmaceuticals
KEPDOX 200MG,500,V K MEDICALS,August,2024,Pharmaceuticals
KOLLAZEN 10*10CM,5,R&R SURGICALS,August,2024,Miscellaneous
LASIX-4ML,100,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
LEVICEL 500 INJ,1190,V K MEDICALS,August,2024,Pharmaceuticals
LEVICEL 500 TAB,1000,V K MEDICALS,August,2024,Pharmaceuticals
LIMCEE TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
LOX-10% SPRAY 20ML SMALL,4,HEALTH PHARMA,August,2024,Pharmaceuticals
LOX-2% 30ML INJ,50,HEALTH PHARMA,August,2024,Pharmaceuticals
LOXICARD-2% 50ML INJ,10,HEALTH PHARMA,August,2024,Pharmaceuticals
LULIF CREAM 20GR,20,V K MEDICALS,August,2024,Dermatology
MAGNESIUM SULPHATE POWDER,10,R&R SURGICALS,August,2024,Miscellaneous
MANNITOL 20% 100ML,100,KUMAR MEDINEEDS,August,2024,Pharmaceuticals
MAROPEN 1GM INJ,324,V K MEDICALS,August,2024,Pharmaceuticals
MEGAHEAL GEL 15 GM,25,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Dermatology
MESOLIT (MESNA) 3 ML,10,HEALTH PHARMA,August,2024,Pharmaceuticals
MET XL 25 MG TAB,600,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
MET XL 50 MG TAB,200,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
METOSARTAN LN 50MG,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
METOSARTAN LN-25 MG,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
METRO IV 100 ML,174,KUMAR MEDINEEDS,August,2024,Pharmaceuticals
MEZOLAM-10ML INJ,60,HEALTH PHARMA,August,2024,Pharmaceuticals
MINIPRESS XL 5 MG TAB,300,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
MISOPROST 200 MCG TAB,24,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
MOBECURE-P,1000,V K MEDICALS,August,2024,Miscellaneous
MOBIRATE-TH4 TAB,600,V K MEDICALS,August,2024,Pharmaceuticals
MONTAIR 10 MG TAB,60,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
MOPS 30 X 30 CM,110,R&R SURGICALS,August,2024,Miscellaneous
MOVICOL LIQUID SYP,20,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Miscellaneous
MVI INJ,9,HEALTH PHARMA,August,2024,Pharmaceuticals
MVI INJ 10 ML,50,RAMAKRISHNA MEDICAL AND SURGICALS,August,2024,Pharmaceuticals
MYOSPAZ D TAB,100,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
MYOSPAZ-TABS,100,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
NACYRES PLUS TAB,120,VISHAL MEDICAL AGENCY,August,2024,Pharmaceuticals
NAPROSYN TAB 250MG,495,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
NASOCLEAR MIST N.SPRAY,1,VASAVI MEDICAL HALL,August,2024,Miscellaneous
NEOCLOVIR 500 MG INJ,18,HEALTH PHARMA,August,2024,Pharmaceuticals
NEOROF 10ML INJ,10,HEALTH PHARMA,August,2024,Pharmaceuticals
NEOROF 20ML INJ,10,HEALTH PHARMA,August,2024,Pharmaceuticals
NEOVAC -10 MG INJ,20,HEALTH PHARMA,August,2024,Pharmaceuticals
NERVEDEL CD3,650,DELIGHT BIO PHARMA PVT LTD,August,2024,Miscellaneous
NEUROBOOM-NT TAB,1100,V K MEDICALS,August,2024,Pharmaceuticals
NEXITO 10 MG,100,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
NICARDIA RETARD 10MG TAB,480,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
NICARDIA RETARD 20MG TAB,480,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
NIKORAS 5MG TAB,12,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
NS 100 ML,1000,KUMAR MEDINEEDS,August,2024,Pharmaceuticals
NS 100 ML (STERIDRIP),2100,KUMAR MEDINEEDS,August,2024,Pharmaceuticals
NS 1000ML,72,KUMAR MEDINEEDS,August,2024,Pharmaceuticals
NS 3% 100 ML,100,KUMAR MEDINEEDS,August,2024,Pharmaceuticals
NS 500 ML,334,KUMAR MEDINEEDS,August,2024,Pharmaceuticals
NS 500 ML (STERIDRIP),900,KUMAR MEDINEEDS,August,2024,Pharmaceuticals
OMNACORTIL 20MG TAB,300,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
OMNACORTIL 30MG,300,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
OMNACORTIL-5 MG TABLETS,500,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
OPTINEURON INJ,660,HEALTH PHARMA,August,2024,Pharmaceuticals
OXYSET (ADULT),40,R&R SURGICALS,August,2024,Miscellaneous
PANTOCEL 40 INJE,1200,V K MEDICALS,August,2024,Pharmaceuticals
PANTORED-DSR CAP,1000,V K MEDICALS,August,2024,Pharmaceuticals
PARAID 100ML IV,400,V K MEDICALS,August,2024,Pharmaceuticals
PARAID-650,1500,V K MEDICALS,August,2024,Miscellaneous
PARANIR 100ML IV(PARACETAMOL),300,SHRI AADHYA PHARMAA,August,2024,Pharmaceuticals
PERLIN-T INJ 4.5,324,V K MEDICALS,August,2024,Pharmaceuticals
PLAKONTA INJ,14,RAMAKRISHNA MEDICAL AND SURGICALS,August,2024,Pharmaceuticals
PNEUMOVAX 23 VACCINE,1,HYDERABAD VACCINE HOUSE,August,2024,Pharmaceuticals
PORTECX CLOSED SUCTION CATH 14FR,10,R&R SURGICALS,August,2024,Radiology
POTCL INJ,240,HEALTH PHARMA,August,2024,Pharmaceuticals
POTKLOR 200 ML SYR,5,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
POVID 500ML,10,R&R SURGICALS,August,2024,Pharmaceuticals
POVID 7.5 % 500 ML SCRUB,10,R&R SURGICALS,August,2024,Pharmaceuticals
PREGABID CR 82.5MG TAB,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
PRO ALL POWDER,35,V K MEDICALS,August,2024,Miscellaneous
PRUVICT 1MG,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
PRUVICT 2 MG TAB,50,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
PULMOCLEAR SYRUP 60ML,12,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
PURE PAM  20ML INJ,50,SHRI AADHYA PHARMAA,August,2024,Pharmaceuticals
PYROLATE 10 ML VIAL,60,HEALTH PHARMA,August,2024,Pharmaceuticals
REBAGEN TABLET,100,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Pharmaceuticals
RESILISTIN  1MIU INJ,30,SHRI AADHYA PHARMAA,August,2024,Pharmaceuticals
RESILISTIN 2 MIU INJ,25,SHRI AADHYA PHARMAA,August,2024,Pharmaceuticals
RESPIROMETER,10,R&R SURGICALS,August,2024,Miscellaneous
REXIDIN SRS M WASH,10,SUMAN AGENCIES HYD PRIVATE LIMITED,August,2024,Miscellaneous
RIFADEL 400 MG TAB,480,DELIGHT BIO PHARMA PVT LTD,August,2024,Pharmaceuticals
RISEUP-D3 CAPS,240,V K MEDICALS,August,2024,Pharmaceuticals
RL 500 ML STERIDRIP,675,KUMAR MEDINEEDS,August,2024,Pharmaceuticals
RL 500ML,100,KUMAR MEDINEEDS,August,2024,Pharmaceuticals
ROFADAY TAB,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,August,2024,Pharmaceuticals
